Protein IDs,Majority protein IDs,Protein names,Gene names,Lead gene name,id,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,MS/MS count,Minus_log10_Pvalue,Log2FC,Median Normalized Intensity Cont1,Median Normalized Intensity Cont2,Median Normalized Intensity Cont3,Median Normalized Intensity Cont4,Median Normalized Intensity Cont5,Median Normalized Intensity Cont6,Median Normalized Intensity KD1,Median Normalized Intensity KD2,Median Normalized Intensity KD3,Median Normalized Intensity KD4,Median Normalized Intensity KD5,Median Normalized Intensity KD6
F5GYH1;A0A1W2PRM0;A0A1W2PRL5;A0A1W2PR09;Q8NC96;A0A1W2PR27;A0A1W2PPF5;A0A1W2PRQ7;A0A1W2PNT6;A0A1W2PRW5;F5H2U7,F5GYH1;A0A1W2PRM0;A0A1W2PRL5;A0A1W2PR09;Q8NC96;A0A1W2PR27;A0A1W2PPF5;A0A1W2PRQ7,Adaptin ear-binding coat-associated protein 1,NECAP1,NECAP1,368,8,8,8,52.5,52.5,52.5,25.948,0,323.31,170,1.938875866,-0.545862814,2.429545164,3.079120159,1.956216574,2.216952324,2.481858969,2.769984484,2.013117075,2.072333097,1.694129944,2.021337271,2.101312637,1.756270766
H7C5C6;H7C5A5;A0A1X7SBY3;H0Y860;A0A1W2PRA1;Q9P246;R4GN82;R4GMP0,H7C5C6;H7C5A5;A0A1X7SBY3;H0Y860;A0A1W2PRA1;Q9P246;R4GN82;R4GMP0,Stromal interaction molecule 2,STIM2,STIM2,369,2,2,2,5.6,5.6,5.6,66.1,0,34.082,25,0.002990904,-0.004995763,-3.902535439,-4.180145264,-2.376639605,-1.643236637,-1.596916556,-1.816901326,-1.832484603,-2.183157682,-3.649546623,-2.232612848,-3.436640739,-2.21190691
A0A1W2PRB8;A0A1W2PS69;E9PM72;A0A1W2PS27;Q9NVC6;A0A1W2PQ48;A0A1W2PRX4;A0A1W2PNW7;A0A1W2PPC8;A0A1W2PNF3;A0A1W2PQE4;E9PKQ4;A0A1W2PPP8;A0A1W2PR99,A0A1W2PRB8;A0A1W2PS69;E9PM72;A0A1W2PS27;Q9NVC6,Mediator of RNA polymerase II transcription subunit 17,MED17,MED17,370,6,6,3,10.6,10.6,4.7,93.444,0,11.353,69,1.256674763,0.172385164,-0.78340286,-0.502638817,-0.646910012,-0.621742606,-0.530305922,-0.764128506,-0.440126419,-0.520619512,-0.570825338,-0.658247054,-0.4215931,-0.203406319
A0A1W2PRD1;Q9NY46;A0A590UJH3;A0A1W2PSB2;E7EUE6;A0A590UJW3;A0A1W2PQ58;C9JBM7;P35499,A0A1W2PRD1;Q9NY46;A0A590UJH3;A0A1W2PSB2;E7EUE6,Sodium channel protein type 3 subunit alpha,SCN3A,SCN3A,371,10,10,6,8.5,8.5,5.4,224.26,0,17.834,79,0.597147682,-0.237242866,0.44747147,0.834800959,1.039124846,0.696136057,0.873340189,0.928889453,0.306457549,0.39855504,1.284850955,0.077065714,0.490491271,0.838885248
B4DP61;A0A1W2PRV5;E7EQZ4;Q16637,B4DP61;A0A1W2PRV5;E7EQZ4;Q16637,Survival motor neuron protein,SMN2;SMN1,SMN2,373,2,2,2,17.2,17.2,17.2,24.38,0,21.352,24,0.060001189,0.100263923,NaN,-1.672843575,NaN,-3.676218987,-3.408346176,-2.366553545,-2.950065136,-1.854233265,NaN,-2.370903492,NaN,-3.547704697
A8MYT4;A0A1W2PS05;Q8NEB9;M0R308;K7ENH3;K7EIV6;K7EKH3,A8MYT4;A0A1W2PS05;Q8NEB9,Phosphatidylinositol 3-kinase;Phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,PIK3C3,374,7,7,7,12.1,12.1,12.1,94.399,0,15.677,11,0.034670854,0.022755197,-1.13284409,-0.904232442,-0.622484446,-0.434161007,-0.963231266,-0.202443853,-1.163211942,-1.003183484,0.051684909,-0.723504245,-0.857398212,-0.427252948
A0A1X7SBR1;Q7Z3G6,A0A1X7SBR1;Q7Z3G6,Prickle-like protein 2,PRICKLE2,PRICKLE2,375,10,10,10,19.7,19.7,19.7,102,0,80.4,42,0.84391347,0.760968645,-1.233018637,-0.57621789,-2.400179148,-2.195381641,-3.411342859,-2.291977406,-1.351813555,-1.947338581,-0.666710734,-0.501989007,-2.003181696,-1.071272135
F8WEJ3;H7C0F2;C9JF71;C9JFU3;C9JLT7;A0A1X7SBT4;H0Y2P9;Q8TBF5,F8WEJ3;H7C0F2;C9JF71;C9JFU3;C9JLT7;A0A1X7SBT4;H0Y2P9;Q8TBF5,Phosphatidylinositol-glycan biosynthesis class X protein,PIGX,PIGX,376,1,1,1,22.8,22.8,22.8,9.3557,0.0020098,2.3602,3,0.672754919,0.222843409,NaN,NaN,NaN,-5.314370632,-5.111438751,-5.253516197,NaN,NaN,-4.845470428,NaN,-5.161726475,NaN
A0A1X7SBT7;O95502,A0A1X7SBT7;O95502,Neuronal pentraxin receptor,NPTXR,NPTXR,377,2,2,2,11,11,11,52.828,0.0086352,1.7288,6,0.129808846,0.193844398,-5.257308483,NaN,-5.26445055,-5.409959316,-4.543498516,NaN,NaN,-5.95668602,NaN,-4.956164837,-3.862028599,NaN
P53779;A0A286YFJ4;A0A286YFM6;D6RJF9;A0A286YFI3;A0A286YFC0;A0A286YEW9;A0A286YFJ6;A0A286YEN5;A0A286YF85;A0A286YFA6;A0A286YF62;F8W9R5;A0A286YEX7;A0A286YF19;A0A286YF35;A0A286YEY0;A0A286YFB6;A0A286YEV3;A0A286YF83;A0A286YES9;A0A286YEQ0;A0A286YFD7;A0A286YF97;A0A1P0B7D2;A0A286YEQ7;A0A286YFN2;A0A286YES0;A0A286YF02;A0A286YEV8;A0A286YFE2;D6RCB1;P45984;D7R525;D6R9C1;J3KNK1;A0A286YFK3;D6RDG1;A0A1W2PRF2;A0A1W2PPW1;D6RAU3;E5RJ57;D6RAJ0;A8MPV1;A0A286YF95;A0A1W2PPZ3;A0A286YEW4;D6RC26;A0A286YEY2;A0A286YES8;A0A286YFD9;A0A1W2PQ03;A0A286YFB7;A0A286YF53;A0A286YFC3;A0A286YFA3;A0A286YFH4;A0A286YFE9;A0A1W2PPM4,P53779;A0A286YFJ4;A0A286YFM6;D6RJF9;A0A286YFI3;A0A286YFC0;A0A286YEW9;A0A286YFJ6;A0A286YEN5;A0A286YF85;A0A286YFA6;A0A286YF62;F8W9R5;A0A286YEX7;A0A286YF19;A0A286YF35;A0A286YEY0;A0A286YFB6;A0A286YEV3;A0A286YF83;A0A286YES9;A0A286YEQ0;A0A286YFD7;A0A286YF97;A0A1P0B7D2;A0A286YEQ7;A0A286YFN2;A0A286YES0;A0A286YF02;A0A286YEV8;A0A286YFE2;D6RCB1,Mitogen-activated protein kinase 10,MAPK10,MAPK10,378,13,4,4,30.2,12.3,12.3,52.585,0,10.283,32,0.541034178,-0.348732859,-1.085708499,-1.83348763,-1.064150333,-1.773042917,-0.927413642,-2.324641705,-2.344817877,-2.049314499,-1.737236857,-1.179795146,-1.352712989,-2.436964512
Q5T7P8;A0A286YEX2;V9GYC4,Q5T7P8;A0A286YEX2,Synaptotagmin-6,SYT6,SYT6,379,5,5,5,14.9,14.9,14.9,57.324,0,11.191,40,1.580815575,0.490138839,-1.58850503,-1.876768351,-1.30338192,-1.844269514,-2.075078964,-1.855621934,-1.099089384,-0.720199168,-1.141874552,-1.729536653,-1.638466597,-1.273626328
A0A286YF22;O43175;A0A286YFA2;A0A2C9F2M7;A0A286YFL2;A0A286YFM8;A0A286YER3;A0A286YFC8;A0A286YFB2;A0A286YF78;A0A286YF34;A0A286YFF3;A0A286YFE1,A0A286YF22;O43175;A0A286YFA2;A0A2C9F2M7;A0A286YFL2;A0A286YFM8,D-3-phosphoglycerate dehydrogenase,PHGDH,PHGDH,380,20,20,17,53,53,48.3,55.938,0,275.03,601,0.443357569,0.052611272,4.989628792,5.009591103,4.810954571,5.074248791,5.023051262,4.975708008,5.098476887,4.938024998,4.975960732,5.07843399,4.930422783,5.177530766
Q9UK22;A0A286YF37;R4GNH2,Q9UK22;A0A286YF37,F-box only protein 2,FBXO2,FBXO2,381,5,5,5,32.1,32.1,32.1,33.327,0,10.174,36,0.533661674,0.289041022,-0.267096847,-1.223071456,-0.782577217,-0.723619282,-0.54863292,-1.022464156,-1.024192691,-0.569331408,0.460510015,-0.593089163,-0.202473432,-0.904639065
A0A286YFD0;Q5SNW7;P42898;L7P8G6;A0A286YF17,A0A286YFD0;Q5SNW7;P42898;L7P8G6;A0A286YF17,Methylenetetrahydrofolate reductase,MTHFR,MTHFR,382,3,3,2,9,9,7,72.064,0,11.722,20,0.185646964,0.198284272,-2.017417192,NaN,-3.032734871,-3.728846788,-2.138478279,-1.806079745,-2.23862958,-2.767065287,-1.328350663,-2.674920321,-2.083388567,-2.9862082
A0A2C9F2P4;A0A286YFF7;P50897;Q5T0S4;A0A286YFE3;A0A286YFL8;E9PK48;E9PIA8;A0A286YFL6;E9PSE5,A0A2C9F2P4;A0A286YFF7;P50897;Q5T0S4;A0A286YFE3;A0A286YFL8,Palmitoyl-protein thioesterase 1,PPT1,PPT1,383,5,5,5,25.2,25.2,25.2,34.136,0,54.793,69,2.086476954,0.288146337,0.662318051,0.575258315,0.578825295,0.928636014,0.740188777,0.490571201,0.674322128,1.010479927,1.020034313,1.041083574,0.892901182,1.065854549
Q7Z3U7;A0A286YFF8;F8VZV1,Q7Z3U7;A0A286YFF8,Protein MON2 homolog,MON2,MON2,384,6,6,6,4.5,4.5,4.5,190.36,0,38.453,68,0.741231886,-0.268766244,-1.608543396,-0.883378386,-1.484744787,-1.025126338,-0.628109574,-1.035480499,-1.246286273,-1.496147752,-0.941722155,-1.376722336,-1.744970798,-1.472131133
H7C3F5;A0A2H2FJL5;B7Z6J7;O75175;A0A2R8Y6N5;A0A2R8Y691;H0Y5X7;A0A0G2JNJ7;H7C148,H7C3F5;A0A2H2FJL5;B7Z6J7;O75175;A0A2R8Y6N5;A0A2R8Y691;H0Y5X7;A0A0G2JNJ7;H7C148,CCR4-NOT transcription complex subunit 3,CNOT3,CNOT3,385,2,2,2,9.5,9.5,9.5,58.866,0,19.004,38,1.695266589,0.669056257,-2.86815238,-2.64324832,-1.957826853,-2.370748758,-1.942115664,-1.783944488,-1.104246497,-1.512687445,-1.651419997,-2.326918125,-1.515202165,-1.441224694
R4GMU6;A0A2Q2SV78;E9PFT7;P25054;H3BNH8,R4GMU6;A0A2Q2SV78;E9PFT7;P25054,Adenomatous polyposis coli protein,APC,APC,386,5,5,5,28.3,28.3,28.3,29.737,0,55.994,44,1.457598209,-0.552260866,-1.926934242,-0.987994969,-2.086217403,-1.303863883,-1.743415236,-0.833413959,-2.254595518,-2.111641884,-2.169307947,-2.090426683,-1.851597428,-1.717835426
Q08379;A0A2Q2TH77;A0A087WYC0,Q08379;A0A2Q2TH77;A0A087WYC0,Golgin subfamily A member 2,GOLGA2,GOLGA2,387,3,3,3,4.4,4.4,4.4,113.08,0,29.025,20,0.380561291,-0.331031799,-2.833086967,-2.967690945,-3.174891472,-2.25210309,-2.281518221,-3.058722496,-2.313143492,-2.885222912,-4.741570473,-2.552552938,-3.262261629,-2.799452543
A0A2Q3DP09;Q7Z3E5;C9JW07;H7C3U7;H7BZY2;C9J535;H7BZA2,A0A2Q3DP09;Q7Z3E5,LisH domain-containing protein ARMC9,ARMC9,ARMC9,388,8,8,8,20,20,20,75.578,0,12.441,67,0.773495143,0.313327848,-1.068953276,-0.166178182,-0.362784892,-0.63595289,-0.78856349,-0.05740165,0.439343035,-0.261811852,-0.370633155,-0.235100269,-0.193913892,-0.57775116
P42336;A0A2R8Y2F6;C9JAM9,P42336;A0A2R8Y2F6,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,PIK3CA,389,6,6,6,8.4,8.4,8.4,124.28,0,6.1366,19,0.020258159,0.011843761,-1.148265839,-0.947188199,-1.107900023,-1.576563239,-1.205225468,-1.276356459,-1.328189611,-1.357860327,-1.947752476,-0.995566905,-0.848370075,-0.712697268
E7ET92;A0A2R8YDU7;A0A2R8YEX0;A0A2R8Y362;A0A2R8YD49;Q9H1P3;A0A2R8Y690;A0A2R8YG59;A0A2R8Y5R1;A0A087WTV1;A0A2R8YG95;A0A2R8YFT0;A0A2R8YG53,E7ET92;A0A2R8YDU7;A0A2R8YEX0;A0A2R8Y362;A0A2R8YD49;Q9H1P3;A0A2R8Y690;A0A2R8YG59;A0A2R8Y5R1,Oxysterol-binding protein;Oxysterol-binding protein-related protein 2,OSBPL2,OSBPL2,390,5,5,5,25.4,25.4,25.4,42.031,0,8.5377,17,0.676764138,-0.895646862,-1.811425447,-1.736937761,-1.42061007,-1.510996222,-1.344563127,-2.076384306,-3.777514935,-0.663243651,-2.962450504,NaN,-1.052420497,-4.273368835
A0A2R8Y3N3;A0A2R8Y5P7;P49590;A0A2R8Y6I1;D6RB22;B4DQ67;D6RJE6;A0A2R8Y5E8;A0A2R8Y4X6,A0A2R8Y3N3;A0A2R8Y5P7;P49590;A0A2R8Y6I1;D6RB22;B4DQ67;D6RJE6,"Probable histidine--tRNA ligase, mitochondrial",HARS2,HARS2,391,15,9,9,42.7,32.6,32.6,53.235,0,13.303,82,0.682730671,0.625680119,3.226268768,3.073551178,1.168632746,2.842462301,3.308947086,0.92670995,3.360303164,2.561549425,2.890957594,3.258050442,3.4439044,2.785887718
V9GY66;A0A2R8Y620;A0A2R8Y7U2;A0A2R8Y600;A0A2R8Y455;Q86VX2,V9GY66;A0A2R8Y620;A0A2R8Y7U2;A0A2R8Y600;A0A2R8Y455;Q86VX2,COMM domain-containing protein 7,COMMD7,COMMD7,392,1,1,1,12.7,12.7,12.7,17.416,0,4.3681,4,0,-1.58286039,-3.957867384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.311374664,-4.947005749,-5.36380291,NaN
E7EWD9;A0A2R8Y491;O95718;H0YGT3;P11474,E7EWD9;A0A2R8Y491;O95718;H0YGT3;P11474,Steroid hormone receptor ERR2;Steroid hormone receptor ERR1,ESRRB;ESRRA,ESRRB,393,2,2,2,5.9,5.9,5.9,48.681,0.00069622,2.8429,23,0.006687746,-0.008715908,-5.075837135,-3.372951984,-2.701956987,-2.983377457,-3.685460806,-3.270514011,-2.810149431,-3.93467474,-2.641738653,-4.319079399,-3.360182524,-4.07656908
A0A2R8Y5E4;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596;P56945,A0A2R8Y5E4;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596;P56945,Breast cancer anti-estrogen resistance protein 1,BCAR1,BCAR1,394,3,3,3,9.8,9.8,9.8,77.76,0,8.3584,21,0.597655958,-0.598722468,-0.797228813,-1.245565057,-1.543394804,-1.405797005,-1.530023098,-1.661182404,-2.754980564,-1.022929668,-3.325254679,-1.036741495,-0.690435112,-2.945184469
A0A2R8Y4H2;Q9UH03;B1AHR1;B1AHR2,A0A2R8Y4H2;Q9UH03;B1AHR1;B1AHR2,Neuronal-specific septin-3,03-Sept,03-Sept,395,16,16,16,23.8,23.8,23.8,92.367,0,149.48,406,0.149735715,-0.03011179,5.300720215,5.675514221,5.573712349,5.38804245,5.589631081,5.63021946,5.383726597,5.656034946,5.450247765,5.410666466,5.430697918,5.645795345
A0A2R8Y4I8;A0A2U3TZR0;Q9UBP0;A0A2R8YFW8;A0A2R8YGN6;A0A2R8YCL5;A0A2R8Y481;A0A2R8Y7K2;A0A2R8Y5N9;A0A2R8YEA0;A0A2R8YFC9;A0A2R8Y5I6;A0A2R8Y7W6,A0A2R8Y4I8;A0A2U3TZR0;Q9UBP0;A0A2R8YFW8;A0A2R8YGN6;A0A2R8YCL5;A0A2R8Y481;A0A2R8Y7K2;A0A2R8Y5N9,Spastin,SPAST,SPAST,396,6,6,6,20.6,20.6,20.6,63.534,0,53.61,70,1.107060787,0.96808813,1.026705265,-1.556275845,1.555410266,1.234496474,1.338135123,1.400980234,1.607836485,1.474180579,2.090033293,1.815228343,1.762551785,2.058149815
A0A2R8Y4J4;Q9NWS8;A0A2R8Y4P5;A0A087WXU0,A0A2R8Y4J4;Q9NWS8;A0A2R8Y4P5;A0A087WXU0,Required for meiotic nuclear division protein 1 homolog,RMND1,RMND1,397,3,3,3,6.3,6.3,6.3,50.517,0,4.7823,15,0.162565737,0.200811419,-1.912627816,-1.465315104,-0.749278426,-1.403023005,-0.947739601,0.686098337,-2.179430485,-0.810548544,-0.462766677,-0.257104993,0.001230527,-0.878396928
A0A2R8Y4P4;A0A2R8Y7S2;A0A0A0MT49;A0A2R8Y440;A0A2R8Y4C5;A0A2R8YGP5;A0A2R8YF58;A0A2R8YF80;A0A2R8YCY3;A0A2R8YFV8;A0A2R8Y4R6;A0A2R8YFK5;K7EQF0;A0A2R8Y7R0;K7EP28;A0A0U1RRG6;A0A2R8Y583;B1ALF6;B4DNT1;A0A1W2PS06;A0A0U1RRF5;A0A0U1RR26;B1ALG2;A0A0U1RQX3;A0A0U1RR83;B1ALG1;A0A0U1RRN2;A0A0U1RQW7;F6XE55;A0A0U1RR09;A0A0U1RQU0;F6UH26;A0A0A0MSS5;A0A0U1RRF8;A0A0U1RRD6;A0A2R8YF38;F6T8Q0,A0A2R8Y4P4;A0A2R8Y7S2;A0A0A0MT49;A0A2R8Y440;A0A2R8Y4C5;A0A2R8YGP5;A0A2R8YF58;A0A2R8YF80,,SMARCA4,SMARCA4,398,40,1,1,28.9,1.9,1.9,185.19,0,10.813,18,0.078906344,-0.147456964,-2.085937738,-4.065114498,-2.543501616,-2.329768658,-2.669901133,-4.128503323,NaN,-2.926903248,NaN,-3.308919668,NaN,NaN
A0A2R8Y765;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8Y855;B4DGM3;Q969G3;J3QKS7;A0A2R8YES3;J3QR61;J3KT85;A0A2R8YD78;J3QKX6,A0A2R8Y765;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8Y855;B4DGM3;Q969G3;J3QKS7;A0A2R8YES3;J3QR61,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,SMARCE1,399,11,10,10,54.2,51.6,51.6,32.319,0,46.901,101,0.579656696,0.302151864,0.741231918,1.133526325,1.251845956,1.523032546,1.434558272,0.877426744,1.936712384,1.761702299,0.46149531,1.716864467,1.229929328,1.667829156
Q9UQ90;A0A2U3TZH1;A0A2R8YFW4;A0A2R8Y4Y7;A0A2R8Y7B8;A0A2R8Y726;A0A2R8YDQ1;A0A2R8Y3M4;A0A2R8Y6K2;A0A2R8YGZ0;A0A2R8Y7E2;A0A2R8YEH4;J3KRF6;H3BTR8;A0A2R8Y7N2;A0A2R8YFF4;A0A2R8YFJ7;A0A2R8Y729;A0A2R8Y632;A0A2R8Y6E8;A0A2R8YG79;A0A2R8Y4M0;A0A2R8Y4L7;A0A2R8Y4L0;A0A2R8Y6Z7;A0A2R8Y4M8;H3BTY6;A0A2R8YFN9;A0A2R8YGV4;H3BMP1;A0A2R8Y856;A0A2R8YFQ9;A0A2R8Y4Z7;A0A2R8Y617;A0A087X0F5,Q9UQ90;A0A2U3TZH1;A0A2R8YFW4;A0A2R8Y4Y7;A0A2R8Y7B8;A0A2R8Y726;A0A2R8YDQ1;A0A2R8Y3M4;A0A2R8Y6K2;A0A2R8YGZ0;A0A2R8Y7E2;A0A2R8YEH4,Paraplegin,SPG7,SPG7,400,11,11,11,23.8,23.8,23.8,88.234,0,43.643,73,1.047012016,-0.403168076,0.232040554,-0.208156094,-0.141726971,0.67245847,0.074856021,0.386793852,-0.635211051,0.094438881,-0.468291342,-0.310494632,0.419748843,-0.502933323
A0A2R8Y804;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y5A3;P35222;A0A2R8Y750;B4DGU4;A0A2R8Y7Z0;A0A2R8Y5Z1;A0A2R8Y5C3;A0A2R8Y6G0;A0A2R8Y815;A0A2R8YG06;C9IZ65,A0A2R8Y804;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y5A3;P35222;A0A2R8Y750;B4DGU4;A0A2R8Y7Z0;A0A2R8Y5Z1;A0A2R8Y5C3;A0A2R8Y6G0,Catenin beta-1,CTNNB1,CTNNB1,401,26,26,25,57.3,57.3,54.8,77.206,0,323.31,486,1.540451864,0.498147329,8.067926407,8.278018951,8.267854691,8.340812683,8.33081913,8.090665817,8.470269203,8.816713333,9.081266403,8.186313629,8.396921158,9.413497925
A0A2R8Y544;Q9BR61,A0A2R8Y544;Q9BR61,Acyl-CoA-binding domain-containing protein 6,ACBD6,ACBD6,402,2,2,2,8.6,8.6,8.6,28.129,0.0074247,1.8078,3,0.001578721,-0.000974083,-1.546717286,-1.740683913,-1.717816234,-2.123174667,-1.84977591,-1.472844839,-1.431890488,-2.480659962,NaN,-1.563714027,-1.834999204,-1.402784109
A0A2R8Y566;Q9P260;A0A075B785;A0A075B768,A0A2R8Y566;Q9P260;A0A075B785,LisH domain and HEAT repeat-containing protein KIAA1468,KIAA1468,KIAA1468,403,19,19,19,22.1,22.1,22.1,134.59,0,66.212,119,0.180440002,0.081600517,1.016060948,1.392741084,0.909599245,0.917156041,1.510455608,1.451740503,0.83132863,0.916242421,1.280474663,1.564104676,1.646643877,1.448562264
H0YH87;A0A2R8Y7P6;A0A2R8YDM9;A0A5F9ZHH4;F8VQP2;V9GY86;A0A5F9ZI57;A0A2R8Y7E6;A0A2R8Y5A6;A0A5F9ZHX3;A0A5F9ZHW5;Q99700;F8W0B5;F8WB06;F8VRK6;A0A5F9ZH85,H0YH87;A0A2R8Y7P6;A0A2R8YDM9;A0A5F9ZHH4;F8VQP2;V9GY86;A0A5F9ZI57;A0A2R8Y7E6;A0A2R8Y5A6;A0A5F9ZHX3;A0A5F9ZHW5;Q99700;F8W0B5;F8WB06;F8VRK6;A0A5F9ZH85,Ataxin-2,ATXN2,ATXN2,404,4,4,4,6.7,6.7,6.7,90.166,0,5.128,32,0.429083135,-0.2961415,0.273028642,-1.569910169,-1.304015636,-0.799666941,-1.522578478,-1.462944031,-1.196145296,-1.259711623,-1.69868958,-1.013891816,-1.785805821,-1.208691478
E9PII3;E9PK52;A0A2R8Y5B3;E9PHY5;O43491,E9PII3;E9PK52;A0A2R8Y5B3;E9PHY5;O43491,Band 4.1-like protein 2,EPB41L2,EPB41L2,405,6,2,2,8.5,4.4,4.4,79.256,0,5.2263,29,0.458500512,0.186324437,-2.26973176,-1.482055306,-2.210481882,-1.591304302,-2.113115072,-2.143174648,-1.570734501,-2.1199646,-1.37639606,-1.715361595,-2.185744286,-1.723715305
A0A2R8YEY5;A0A2R8YEZ4;A0A2R8Y5D3;O15160;D6RDJ3;E7EQB9;H0Y723;A0A2R8Y8D6,A0A2R8YEY5;A0A2R8YEZ4;A0A2R8Y5D3;O15160;D6RDJ3;E7EQB9,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,POLR1C,406,5,5,5,27.1,27.1,27.1,32.917,0,100.84,73,0.497683389,0.279361392,-1.42917788,-1.220550656,-1.56699574,-0.322996587,-0.541490734,-0.192528725,-0.388882071,-0.78763634,-0.993032277,-0.635862529,-0.477317423,-0.31484133
A0A2R8Y875;C9K048;C9JRB3;C9JU85;A0A2R8Y7I2;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;H0Y3L9;Q13191,A0A2R8Y875;C9K048;C9JRB3;C9JU85;A0A2R8Y7I2;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;H0Y3L9;Q13191,E3 ubiquitin-protein ligase CBL-B,CBLB,CBLB,407,1,1,1,11.2,11.2,11.2,16.394,0.0060112,1.9326,1,0.049186765,-0.04967761,-3.74954319,NaN,-4.356780052,-4.816135883,-4.468671322,-4.326577663,NaN,NaN,NaN,-4.771906376,-4.014532089,NaN
A0A2R8YE59;A0A2R8Y5H3;A0A2U3TZL3;A0A2R8Y7Q9;A0A2R8YEK8;A0A2R8Y5S9;Q9Y5P4;A0A2R8YFA1;A0A2R8YE18;A0A2R8Y7C5;A0A2R8Y773;H0Y9J1;A0A2R8YFI2;A0A2R8YEA4,A0A2R8YE59;A0A2R8Y5H3;A0A2U3TZL3;A0A2R8Y7Q9;A0A2R8YEK8;A0A2R8Y5S9;Q9Y5P4;A0A2R8YFA1;A0A2R8YE18;A0A2R8Y7C5,Collagen type IV alpha-3-binding protein,COL4A3BP,COL4A3BP,408,3,3,3,10.6,10.6,10.6,46.171,0,36.162,24,1.365902354,0.944250607,-3.852481842,NaN,-2.723496914,-4.389591217,-3.582419395,-2.918963194,-2.382915974,-2.522726536,-2.794259071,-3.277532816,NaN,-1.768265128
A0A2R8Y5H9;Q8IVT5;A0A2R8Y4X0;A0A0A0MQW1;A8MY87;J3QSG8;J3QQL4;J3QR75,A0A2R8Y5H9;Q8IVT5;A0A2R8Y4X0;A0A0A0MQW1;A8MY87,Kinase suppressor of Ras 1,KSR1,KSR1,409,10,10,10,19.2,19.2,19.2,103.09,0,58.266,85,0.48784277,0.106862428,0.057863683,-0.163754761,-0.042649761,-0.248229787,0.000939579,-0.38776198,0.222512513,-0.152057409,0.081727222,0.116157368,-0.157343313,-0.25341484
A0A2R8Y5M6;P51572;C9JMD7;C9JSP1;C9JQ75;C9J0M4;C9JM14,A0A2R8Y5M6;P51572;C9JMD7;C9JSP1;C9JQ75;C9J0M4,B-cell receptor-associated protein 31,BCAP31,BCAP31,410,5,5,5,19.4,19.4,19.4,24.112,0,9.3297,70,0.17652264,-0.047057549,2.618544579,2.682427645,2.75666976,2.605942726,2.758788109,2.988311529,2.431375742,2.81626153,2.984404087,2.828755856,2.543563604,2.523978233
Q92574;A0A2R8Y5S3;A0A2R8Y5N2;A0A2R8YFV7;A0A2R8Y6S1;Q59IT9;A0A2R8Y6W1;A0A2R8Y7E9;Q86WV8;A0A2R8YD74;A0A2R8YGX7;A0A2R8Y5F8;A0A2R8YGL0;A0A2R8Y6N1;A0A2R8Y5Q4;A0A2R8Y5J1;A0A2R8Y6S8;A0A2R8Y756;A0A2R8Y5M3;A0A2R8YEH9;A0A2R8Y5U8;A0A2R8Y419,Q92574;A0A2R8Y5S3;A0A2R8Y5N2;A0A2R8YFV7;A0A2R8Y6S1,Hamartin,TSC1,TSC1,411,8,8,8,12.1,12.1,12.1,129.77,0,127.56,104,0.320493863,0.131070428,-0.114073455,-0.388430655,-0.216068164,-0.264938086,-0.651847303,-0.978648245,-0.467277974,-0.692790449,-0.509785891,-0.122400291,-0.07794448,0.042615745
